title,author,publisher,isbn,edition,category,language,publication_date,audience,page_count,is_series,series,format,price,description,image
كتاب كيمياء السعادة,حسين أحمد أمين,دار المعرفة,406-971/04,صحة,الكتروني,عربي,1990,عامة الناس,164,نعم,8,8,3,"الحمد لله الذي أصعد قوالب الأصفياء بالمجاهدة، وأسعد قلوب الأولياء بالمشاهدة، وحلى ألسنة المؤمنين بالذكر، وجلى خواطر العارفين بالفكر، وحرس سواد العباد عن الفساد، وحبس مراد الزهاد على السداد، وخلص أشباح المتقين من ظلم الشهوات، وصفى أرواح الموقنين عن ظلم الشبهات، وقبل أعمال الأخيار بأداء الصلوات، وأيد خصال الأحرار بإسداء الصلات.

أحمده حمد من رأى آيات قدرته وقوته، وشاهد الشواهد من فردانيته ووحدانيته، وطرق طوارق سره وبره، وقطف ثمار معرفته من شجر مجده وجوده، وأشكره شكر من اخترق واغترف من نهر فضله وإفضاله، وأومن به إيمان من آمن بكتابه وخطابه، وأنبيائه وأصفيائه، ووعده ووعيده، وثوابه وعقابه..",https://drive.google.com/open?id=10HGgHoctS-6VUlRgUEzxkojVuh0TPELR
تحليل النظم,لمهندس مصطفى المحمود,Ray pub (دار شعاع),12131,هندسة,الكتروني,عربي,2000,مبرمجين,1016,لا,1,1,9,"هذا الكتاب موجه إلى كل من يعمل في مجال تحليل وتصميم نظم المعلومات وإلى كل من ينوي العمل في هذا المجال من طلاب كليات هندسة الحاسب الآلي والهندسة المعلوماتية وعلوم الحاسب على اختلاف أنواعها...
هذا الكتاب هو الأول من نوعه في عالم الكتب العربية حيث يشرح بأسلوب ممتع وشيق مبادئ التحليل والتصميم وكل ما يتعلق بهما.
 يعرض هذا الكتاب ويشرح المواضيع التالية:

توضيح لأنواع نظم المعلومات
استهلال المشاريع وإدارتها والجداول الزمنية لها o جمع المعلومات بالطرق المباشرة والطرق غير المباشرة
طرائق تطوير البرمجيات مثل SDLC والنمذجة الأولية والتطوير السريع للتطبيقات والبرمجة الحدية
مخططات تدفق البيانات وقواميس البيانات وشرح مواصفات العمليات والقرارات الهيكلية
تصميم طرق إدخال البيانات وطرق إخراج المعلومات
تصميم قواعد البيانات وواجهات المستخدمين",https://drive.google.com/open?id=1lQr61OI_QGZal6hwd6wNjBG8j8MLvU5n
The Da Vinci Code,Dan Brown,Willey,ISBN 9780385504201,تاريخ,ورقي,انكليزي,2003,عامة الناس,481,لا,1,1,9,"The novel revolves around researcher Robert Langdon's investigation of a mysterious historical conspiracy involving the Catholic Church and religious symbols hidden in paintings. The book includes a mixture of fiction and reality and raises some difficult questions related to religion and history. It is one of the best-selling books in the world, and it gained wide fame after the release of the movie based on it in 2006.",https://drive.google.com/open?id=1pIY9gxfqiCv4hbH2yhnJ14U1JKEiqV6H
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,Ray pub (دار شعاع),ISBN 9781577314806,تربية,الكتروني,انكليزي,1999,عامة الناس,224,لا,1,1,15,"The book talks about current awareness, focusing on the present moment, getting rid of anxiety and overthinking, while clarifying some simple and useful spiritual concepts. It is a very inspiring and widely popular self-help book.",https://drive.google.com/open?id=1oZ6KYVvFlckqhukTGQCBw08GxDUdZOgo
Philosophy of the family system in Islam, Dr. Ahmed Al-Kubaisi,دار المعرفة,978-9953-85-379-6,تربية,الكتروني,عربي,2021,عامة الناس,240,لا,1,1,10,Philosophy of the family system in Islam,https://drive.google.com/open?id=1n66dRRN0KuxQBwSUC-QYD8zX00ZnrZIH
Basic options portfolio management strategies and techniques for investing in stocks and options,Lawrence J. Macmillan,دار المعرفة,ISBN 9789953695142,ادارة,الكتروني,عربي,2021,اقتصاديين,352,لا,1,1,16,"The book presents multiple strategies for managing portfolios and investing in stocks and options, including techniques for technical and fundamental analysis and risk management. It is a useful book for investors and traders who want to improve their skills in investing in the financial markets.",https://drive.google.com/open?id=1fu0troyyXRj5ATjQKUVlNelDpGvR1SSc
Stories of the Noble Qur’an in colorful graphics,Dr. Ahmed Al-Kubaisi,دار المعرفة,9953851938,تربية,الكتروني,عربي,2017,عامة الناس,560,لا,1,1,36,"An interesting journey that takes you through time, from the beginning of creation to the resurrection of our beloved Prophet, passing through a blessed group of prophets, friends, martyrs and righteous people. A journey whose guide was the verses of the Holy Book. To the causes of success in this world and the Hereafter, and alert you to the pitfalls of doom in order to avoid them, and make you firm on the path of your religion, jihad and patience, and comfort you along the way when you realize that you belong to a long caravan of believers who are steadfast in the truth and working for it. But the love of God Almighty and the sacrifice for the sake of His religion made them liberate themselves from the earthly materialistic pulls to the lights of the upper heavens. So the lights of their sincerity and jihad became apparent, and their light remained - to this day - bright and radiant. So come to the verses and stories of the Great Qur’an. .. And make it a glowing light of truth.",https://drive.google.com/open?id=1w-eEQv2yAkYTM7p84N-9mMq3rYQR4j8i
"Advertising by Design: Generating and Designing Creative Ideas Across Media, 4th Edition",Robin Landa,Willey,9.78E+12,فن,الكتروني,انكليزي,2021,عامة الناس,288,لا,1,4,51.99,"A real-world introduction to advertising design and art direction, updated and revised for today's industry.
The newly revised Fourth Edition of Advertising by Design: Generating and Designing Creative Ideas Across Media delivers an  invigorating and cutting-edge take on concept generation, art direction, design, and media channels for advertising. The book offers  principles, theories, step-by-step instructions, and advice from esteemed experts to guide you through the fundamentals of advertising  design and the creative process.",https://drive.google.com/open?id=1EUC5vEkpatse5B1cYMkkiQ4gJ6cUfSI3
And the last similarities - 1/3 - the faces of miraculousness in the similar,Dr. Ahmed Al-Kubaisi,دار المعرفة,9.79E+12,تربية,ورقي,عربي,2018,عامة الناس,1984,نعم,1,3,60,"In this book, we traced the similar verses on the basis of each surah of the Holy Qur’an, starting with Al-Fatihah, the Mother of the Book, and ending with Surat Al-Nas. Each verse with what is stated in it and what differs from it in the verses similar to it, invoking the principles, rulings and interpretation, showing the secrets of similarity in the verses of the Holy Qur’an. The book is located in 3 volumes",https://drive.google.com/open?id=162NpSlEACOmMkhQ6CgAxvX2EK7y0R0Pc
Interpretation of Al-Baydawi in the margins of the Holy Quran - Shamwa,amam buedaue,دار المعرفة,9953-85-321-5,تربية,ورقي,عربي,2021,عامة الناس,1136,لا,1,1,28,"The learned judge, Nasir al-Din al-Baydawi, began writing his book, The Interpretation of the Great Qur’an, in the seventh century AH, and called it: “Anwar al-Tanzel wa Asrar al-Ta’wil.” This interpretation found wide acceptance among contemporary scholars and those who came after them. In other sciences, and he wrote many books in those sciences, so that I consider this interpretation the most famous of his books and compilations in the eyes of many scholars, and he won the rank of precedence and assumed the advanced position in his time. It is a useful book in its subject matter, useful to its readers, brief in its style, accurate in its expressions, it contains many meanings, useful sciences, and legal facts.",https://drive.google.com/open?id=1Yj7amp8Fc3mmE4-IIqDAnUdifWvlpAe7
Conversation with my faithful friend,Karim Farhat,دار المعرفة,9953-85-365-7,روايات,الكتروني,عربي,2015,عامة الناس,128,لا,1,1,4,"He knew that some would find this book shocking, and some of them would find it necessary, and some of them would say that this is not the time for confusion and distraction of thought and effort. And I will not tell you a secret, I hesitated at times when I tried to balance between the desired benefit of this book and its expected harm, and some sincere friends advised me to slow down so as not to stir up confusion in an era that was dominated by sedition and afflicted our nation in which humiliation occurred, except that I slowed down a lot, then I sought God’s help and sought help from His power and strength and He encouraged me This is also supported by some sincere friends who advised me of the importance of such a book and that it is an attempt to treat and combat the humiliation and temptation that befell us from within and without. If you do good, then it is from Him, and praise be to God alone, and if you do wrong, then it is from Me, and forgiveness is from Him alone, and He is sufficient for us, and to Him is the destiny.",https://drive.google.com/open?id=1bdkbmj3p9xTJatgFJL_R8vkb-Pw4Ch1N
